Código do alimento,Descrição do alimento,Código da preparação,Descrição da preparação,Energia (kcal),Proteína (g),Lipídios totais (g),Carboidrato (g),Fibra alimentar total (g),Colesterol (mg),AG Saturados (g),AG Mono (g),AG Poli (g),AG Linoléico (g),AG Linolênico (g),AG Trans total(g),Açúcar total (g),Açúcar de adição (g),Cálcio (mg),Magnésio (mg),Manganês (mg),Fósforo (mg),Ferro (mg),Sódio (mg),Sódio de adição (mg),Potássio (mg),Cobre (mg),Zinco (mg),Selênio (mcg),Retinol (mcg),Vitamina A (RAE) (mcg),Tiamina (mg),Riboflavina (mg),Niacina (mg),Niacina (NE) (mg),Piridoxina (mg),Cobalamina (mcg),Folato (DFE) (mcg),Vitamina D (mcg),Vitamina E (mg),Vitamina C (mg),Grupo Alimentar
6902701,Manjar,99.0,Não se aplica,284.979,8.201,10.738,40.136,0.339,118.443,6.627,2.681,0.557,0.434,0.079,0.201,38.63,31.611,201.264,23.383,0.196,206.833,0.547,129.465,-,289.845,0.038,0.974,14.993,85.818,86.875,0.067,0.378,0.19,2.019,0.083,0.476,17.326,0.899,0.368,1.641,7
6902901,Cuscuz,99.0,Não se aplica,128.3,4.35,0.22,26.42,1.71,-,0.04,0.03,0.09,0.08,-,-,0.72,-,10.74,15.82,0.27,58.01,0.37,261.48,-,57.49,0.09,0.28,3.75,-,0.06,0.06,0.03,1.19,2.12,0.04,-,6.82,-,0.05,-,7
6902902,Cuscuz de tapioca,99.0,Não se aplica,116.992,4.334,4.099,15.512,0.029,63.114,1.988,1.208,0.346,0.254,0.068,0.097,13.203,8.602,102.169,9.788,0.011,98.87,0.232,100.384,-,137.704,0.012,0.476,7.159,45.191,45.713,0.046,0.222,0.1,1.481,0.046,0.513,10.007,1.005,0.183,-,7
6903001,Maria-mole,99.0,Não se aplica,444.921,1.639,19.942,68.844,2.59,-,17.679,0.85,0.218,0.218,-,-,61.426,61.905,9.933,28.315,1.393,61.18,1.11,148.989,-,194.416,0.181,1.026,9.724,-,-,0.018,0.023,0.268,0.591,0.153,-,5.112,-,0.226,0.888,7
6903101,Cocada,99.0,Não se aplica,404.8,1.01,12.46,75.65,1.58,-,11.01,0.53,0.14,0.14,-,-,62.21,71.44,8.3,17.68,0.87,37.45,0.68,107.35,-,119.68,0.11,0.71,6.25,-,-,0.02,0.02,0.17,0.36,0.1,-,2.8,-,0.14,0.25,7
6903102,Quebra-queixo,99.0,Não se aplica,404.8,1.01,12.46,75.65,1.58,-,11.01,0.53,0.14,0.14,-,-,62.21,71.44,8.3,17.68,0.87,37.45,0.68,107.35,-,119.68,0.11,0.71,6.25,-,-,0.02,0.02,0.17,0.36,0.1,-,2.8,-,0.14,0.25,7
6903201,Doce de amendoim,99.0,Não se aplica,451.58,11.16,23.89,55.29,3.73,-,4.06,11.76,6.84,6.71,0.07,0.96,39.22,49.15,30.14,70.51,0.73,158.43,0.61,221.83,-,291.27,0.22,1.44,1.68,30.53,32.04,0.05,0.04,5.49,7.02,0.18,-,47.66,-,2.87,0.32,7
6903202,Pé de moleque,99.0,Não se aplica,474,9.1,17.91,69.2,2.42,-,2.36,8.44,5.38,5.38,-,-,55.51,58.453,50,64.17,0.73,141,4.5,21,-,236.85,0.47,2.31,3.1,-,-,0.22,0.1,5.71,7.21,0.09,-,43.37,-,2.394,5.9,7
6903203,Paçoca,99.0,Não se aplica,472.17,10.35,21.53,64.04,3.89,-,2.99,10.68,6.8,6.8,-,-,15.14,13.33,32.87,76.73,0.95,158.4,1.72,3.07,-,290.53,0.3,1.49,3.7,-,-,0.19,0.04,5.86,7.55,0.11,-,64.7,-,3,-,7
6903204,Torrão de amendoim,99.0,Não se aplica,460.339,11.013,24.635,56.269,6.13,-,1.859,15.394,6.015,6.011,0.003,0.008,47.328,45.446,133.589,134.44,1.159,242.703,1.964,7.08,-,370.226,0.506,1.591,2.261,-,0.042,0.105,0.534,1.721,3.584,0.077,0.003,25.55,-,13.067,0.125,7
6903205,Paçoquinha de amendoim,99.0,Não se aplica,472.17,10.35,21.53,64.04,3.89,-,2.99,10.68,6.8,6.8,-,-,15.14,13.33,32.87,76.73,0.95,158.4,1.72,3.07,-,290.53,0.3,1.49,3.7,-,-,0.19,0.04,5.86,7.55,0.11,-,64.7,-,3,-,7
6903207,Amendoim caramelizado,99.0,Não se aplica,474,9.1,17.91,69.2,2.42,-,2.36,8.44,5.38,5.38,-,-,55.51,58.453,50,64.17,0.73,141,4.5,21,-,236.85,0.47,2.31,3.1,-,-,0.22,0.1,5.71,7.21,0.09,-,43.37,-,2.394,5.9,7
6903208,Amendoim amanteigado,99.0,Não se aplica,567,25.8,49.24,16.13,8.5,-,6.834,24.429,15.559,15.555,0.003,-,4,-,92,168,1.934,376,4.58,18,-,705,1.144,3.27,7.2,-,-,0.64,0.135,12.066,16.233,0.348,-,240,-,8.33,-,7
6903209,Amendoim achocolatado,99.0,Não se aplica,519,13.1,33.5,49.7,4.7,9,14.6,12.92,4.33,4.222,0.04,0.044,40.901,37.878,104,96,0.945,212,1.31,41,-,502,0.544,2.6,5.4,41,41.5,0.116,0.174,4.249,6.582,0.1,0.53,51,-,2.4,-,7
6903303,Amendoim apimentado,99.0,Não se aplica,567,25.8,49.24,16.13,8.5,-,6.834,24.429,15.559,15.555,0.003,-,4,-,92,168,1.934,376,4.58,18,-,705,1.144,3.27,7.2,-,-,0.64,0.135,12.066,16.233,0.348,-,240,-,8.33,-,7
6903304,Amendoim cozido,99.0,Não se aplica,318,13.5,22.01,21.26,8.8,-,3.055,10.921,6.956,6.954,0.001,-,2.02,-,55,102,1.023,198,1.01,751,-,180,0.499,1.83,4.4,-,-,0.259,0.063,5.259,7.442,0.152,-,75,-,4.1,-,7
6903601,Brigadeiro,99.0,Não se aplica,334.476,7.524,10.143,54.864,0.229,31.69,5.493,3.197,0.941,0.783,0.158,0.59,52.589,43.895,266.19,28.881,0.039,241.571,0.326,128.595,-,373.643,0.048,0.951,13.867,87.31,89.355,0.085,0.394,0.22,1.994,0.048,0.411,10.476,0.121,0.24,2.452,7
6903701,Bomba de qualquer tipo,99.0,Não se aplica,339.255,6.321,26.927,18.548,0.543,194.013,15.901,7.698,1.274,1.063,0.156,0.908,4.947,3.573,45.492,9.844,0.13,93.2,1.183,50.561,-,92.241,0.038,0.529,15.217,250.492,254.718,0.168,0.284,1.094,2.41,0.053,0.413,50.881,0.969,0.982,0.205,7
6903801,Mil folhas,99.0,Não se aplica,440.331,2.358,29.03,43.22,0.425,56.044,14.378,9.888,3.232,2.975,0.244,2.05,31.504,31.278,32.51,6.177,0.098,40.941,0.669,199.136,-,56.873,0.025,0.208,5.304,131.159,133.567,0.12,0.127,0.849,1.355,0.017,0.101,30.205,0.492,0.571,0.19,7
6903901,Queijadinha,99.0,Não se aplica,404.8,1.01,12.46,75.65,1.58,-,11.01,0.53,0.14,0.14,-,-,62.21,71.44,8.3,17.68,0.87,37.45,0.68,107.35,-,119.68,0.11,0.71,6.25,-,-,0.02,0.02,0.17,0.36,0.1,-,2.8,-,0.14,0.25,7
6904101,Doce à base de ovos,99.0,Não se aplica,131.148,5.584,5.066,15.439,-,122.514,2.136,1.655,0.516,0.405,0.06,0.077,15.898,12.019,89.202,9.494,0.011,107.709,0.347,60.617,-,131.168,0.011,0.554,10.954,64.568,65.21,0.047,0.265,0.092,1.622,0.057,0.597,15.355,1.016,0.321,-,7
6904104,Caçarola italiana,99.0,Não se aplica,284.979,8.201,10.738,40.136,0.339,118.443,6.627,2.681,0.557,0.434,0.079,0.201,38.63,31.611,201.264,23.383,0.196,206.833,0.547,129.465,-,289.845,0.038,0.974,14.993,85.818,86.875,0.067,0.378,0.19,2.019,0.083,0.476,17.326,0.899,0.368,1.641,7
6904105,Quindim,99.0,Não se aplica,131.148,5.584,5.066,15.439,-,122.514,2.136,1.655,0.516,0.405,0.06,0.077,15.898,12.019,89.202,9.494,0.011,107.709,0.347,60.617,-,131.168,0.011,0.554,10.954,64.568,65.21,0.047,0.265,0.092,1.622,0.057,0.597,15.355,1.016,0.321,-,7
6904108,Fios de ovos,99.0,Não se aplica,131.148,5.584,5.066,15.439,-,122.514,2.136,1.655,0.516,0.405,0.06,0.077,15.898,12.019,89.202,9.494,0.011,107.709,0.347,60.617,-,131.168,0.011,0.554,10.954,64.568,65.21,0.047,0.265,0.092,1.622,0.057,0.597,15.355,1.016,0.321,-,7
6904201,Doce à base de leite,99.0,Não se aplica,319.695,7.878,8.665,54.179,-,33.862,5.464,2.417,0.336,0.215,0.121,0.309,52.511,43.015,282.846,25.894,0.006,251.972,0.189,126.484,-,369.492,0.015,0.936,14.74,72.703,73.865,0.09,0.414,0.209,2.068,0.051,0.438,10.955,0.129,0.159,2.589,7
6904202,Pavê de qualquer sabor,99.0,Não se aplica,306.428,4.935,22.238,21.594,0.357,151.852,12.879,7.031,1.246,0.923,0.282,0.941,17.104,14.672,66.083,11.989,0.082,96.189,0.895,151.953,-,121.431,0.034,0.509,6.742,230.15,234.487,0.06,0.173,0.472,1.345,0.055,0.364,24.273,0.67,0.527,0.161,7
6904203,Ambrosia,99.0,Não se aplica,144.228,4.087,3.839,23.875,0.264,75.358,1.716,1.182,0.384,0.287,0.065,0.072,23.264,20.449,83.71,8.837,0.15,85.229,0.268,46.099,-,114.643,0.011,0.429,7.476,44.83,45.431,0.039,0.202,0.085,1.282,0.044,0.455,10.587,0.831,0.238,0.255,7
6904204,Leite geleificado,99.0,Não se aplica,131.148,5.584,5.066,15.439,-,122.514,2.136,1.655,0.516,0.405,0.06,0.077,15.898,12.019,89.202,9.494,0.011,107.709,0.347,60.617,-,131.168,0.011,0.554,10.954,64.568,65.21,0.047,0.265,0.092,1.622,0.057,0.597,15.355,1.016,0.321,-,7
6904205,Chandele de qualquer sabor,99.0,Não se aplica,131.148,5.584,5.066,15.439,-,122.514,2.136,1.655,0.516,0.405,0.06,0.077,15.898,12.019,89.202,9.494,0.011,107.709,0.347,60.617,-,131.168,0.011,0.554,10.954,64.568,65.21,0.047,0.265,0.092,1.622,0.057,0.597,15.355,1.016,0.321,-,7
6904302,Mumu ,99.0,Não se aplica,319.695,7.878,8.665,54.179,-,33.862,5.464,2.417,0.336,0.215,0.121,0.309,52.511,43.015,282.846,25.894,0.006,251.972,0.189,126.484,-,369.492,0.015,0.936,14.74,72.703,73.865,0.09,0.414,0.209,2.068,0.051,0.438,10.955,0.129,0.159,2.589,7
6904401,Canudinho recheado,99.0,Não se aplica,123.26,2.43,4.5,21.33,2.22,0.28,3.61,0.34,0.28,0.27,0.01,-,8.86,5.57,2.5,23.94,0.29,61.85,0.45,62.16,-,190.44,0.09,0.59,1.75,0.87,8.07,0.03,0.05,0.95,1.44,0.08,-,28.33,-,0.08,2.92,7
6904501,Sarolho,99.0,Não se aplica,336,2,-,82,-,-,-,-,-,-,-,-,-,-,4,-,-,-,0.16,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
6904502,Beiju,99.0,Não se aplica,336,2,-,82,-,-,-,-,-,-,-,-,-,-,4,-,-,-,0.16,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
6904601,Schimier de fruta (exceto de cana),99.0,Não se aplica,278,0.37,0.07,68.86,1.1,-,0.01,0.038,-,-,-,-,48.9,65.509,20,4,0.04,19,0.49,32,-,77,0.1,0.06,2,-,-,0.016,0.076,0.036,0.119,0.02,-,11,-,0.12,8.8,7
6904701,Beijo de moça,99.0,Não se aplica,387,-,-,99.98,-,-,-,-,-,-,-,-,99.91,99.98,1,-,-,-,0.01,-,-,2,-,-,0.6,-,-,-,0.02,-,-,-,-,-,-,-,-,7
6904801,Picolé ensacado,99.0,Não se aplica,79,-,0.24,19.23,-,-,0.013,0.051,0.016,0.015,-,-,13.67,19.23,-,1,-,-,0.54,7,-,15,-,0.15,0.2,-,-,-,-,-,-,-,-,-,-,-,0.7,7
6904807,Geladinho,99.0,Não se aplica,122.687,0.14,0.088,32.509,0.453,-,0.005,0.009,0.028,0.017,0.011,-,26.127,29.775,3.808,1.47,0.074,2.264,0.057,8.644,-,14.883,0.014,0.089,0.256,-,0.503,0.015,0.012,0.079,0.088,0.01,-,1.132,-,0.109,1.83,7
6905001,Churro,99.0,Não se aplica,401.659,3.002,23.443,45.938,0.812,61.38,14.711,6.033,0.992,0.896,0.096,0.936,24.809,25.538,12.712,6.957,0.184,35.698,1.251,149.034,-,35.97,0.048,0.218,9.494,191.561,195.32,0.211,0.147,1.589,2.211,0.013,0.049,55.344,0.4,0.678,-,7
6905101,Pamonha,99.0,Não se aplica,171,2.6,4.8,30.7,2.4,-,0.5,0.7,1.4,1.32,0.09,0.11,-,-,4,15,0.12,55,0.4,132,-,125,0.03,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,7
6905401,Algodão-doce,99.0,Não se aplica,387,-,-,99.98,-,-,-,-,-,-,-,-,99.91,99.98,1,-,-,-,0.01,-,-,2,-,-,0.6,-,-,-,0.02,-,-,-,-,-,-,-,-,7
6905603,Io-Iô crem (chocolate em creme),99.0,Não se aplica,350,4.6,8.9,62.9,2.8,1,3.98,3.857,0.278,0.249,0.024,-,48.37,38.3,49,48,0.371,97,1.3,346,-,284,0.348,0.83,2.3,1,1,0.034,0.091,0.25,1.417,0.02,0.06,4,-,2.63,0.2,7
6905801,Ovo de páscoa,99.0,Não se aplica,535,7.65,29.66,59.4,3.4,23,20.78,15.869,1.256,1.063,0.122,0.09,54.8,46.991,189,63,0.471,208,2.35,79,-,372,0.491,2.3,4.5,56,56.667,0.112,0.298,0.386,1.869,0.036,0.75,11,-,0.51,-,7
6905804,Kinder ovo,99.0,Não se aplica,535,7.65,29.66,59.4,3.4,23,20.78,15.869,1.256,1.063,0.122,0.09,54.8,46.991,189,63,0.471,208,2.35,79,-,372,0.491,2.3,4.5,56,56.667,0.112,0.298,0.386,1.869,0.036,0.75,11,-,0.51,-,7
6905901,Torrone,99.0,Não se aplica,460.339,11.013,24.635,56.269,6.13,-,1.859,15.394,6.015,6.011,0.003,0.008,47.328,45.446,133.589,134.44,1.159,242.703,1.964,7.08,-,370.226,0.506,1.591,2.261,-,0.042,0.105,0.534,1.721,3.584,0.077,0.003,25.55,-,13.067,0.125,7
6906001,Arroz-doce,99.0,Não se aplica,108.49,3.049,2.34,18.769,0.103,6.94,1.318,0.59,0.158,0.102,0.056,0.081,10.764,7.11,82.043,10.74,0.145,76.166,0.385,50.787,-,109.983,0.03,0.428,4.88,19.433,19.722,0.08,0.132,0.521,1.545,0.053,0.305,16.418,0.694,0.054,-,7
6906404,Polpa de coco,99.0,Não se aplica,402,3.8,41.7,9.8,5,-,-,-,-,-,-,-,-,-,7,41,0.77,107,1.7,11,-,370,0.42,0.9,-,-,-,-,-,-,-,-,-,-,-,-,1.6,7
6906501,Diet shake,99.0,Não se aplica,335.524,19.188,1.87,69.938,7.389,5.274,0.757,0.421,0.411,0.366,0.045,0.01,59.328,39.638,536.576,357.142,0.269,366.596,22.857,395.272,-,928.745,0.711,16.072,11.733,803.113,803.218,1.608,0.698,24.996,29.62,2.143,4.287,588.803,3.571,24.122,64.286,7
6906502,Concentrado alimentar diet shake,99.0,Não se aplica,335.524,19.188,1.87,69.938,7.389,5.274,0.757,0.421,0.411,0.366,0.045,0.01,59.328,39.638,536.576,357.142,0.269,366.596,22.857,395.272,-,928.745,0.711,16.072,11.733,803.113,803.218,1.608,0.698,24.996,29.62,2.143,4.287,588.803,3.571,24.122,64.286,7
6906602,Açúcar ,99.0,Não se aplica,387,-,-,99.98,-,-,-,-,-,-,-,-,99.91,99.98,1,-,-,-,0.01,-,-,2,-,-,0.6,-,-,-,0.02,-,-,-,-,-,-,-,-,7
6907001,Açúcar light,99.0,Não se aplica,400,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
6907201,Barra de cereais,99.0,Não se aplica,352.919,3.167,8.551,69.436,2.319,-,0.933,1.713,5.317,5.3,0.017,0.036,37.396,49.224,540.541,28.553,0.683,76.789,4.864,284.164,-,80.576,0.081,4.052,11.336,607.359,607.485,1.015,1.149,13.514,14.224,1.351,-,178.461,-,3.204,0.097,7
6907202,Barra de cereais salgada,99.0,Não se aplica,352.919,3.167,8.551,69.436,2.319,-,0.933,1.713,5.317,5.3,0.017,0.036,37.396,49.224,540.541,28.553,0.683,76.789,4.864,284.164,-,80.576,0.081,4.052,11.336,607.359,607.485,1.015,1.149,13.514,14.224,1.351,-,178.461,-,3.204,0.097,7
6907203,Barra de cereais doce,99.0,Não se aplica,352.919,3.167,8.551,69.436,2.319,-,0.933,1.713,5.317,5.3,0.017,0.036,37.396,49.224,540.541,28.553,0.683,76.789,4.864,284.164,-,80.576,0.081,4.052,11.336,607.359,607.485,1.015,1.149,13.514,14.224,1.351,-,178.461,-,3.204,0.097,7
6907301,Sobremesa de qualquer tipo (exceto infantil),99.0,Não se aplica,131.148,5.584,5.066,15.439,-,122.514,2.136,1.655,0.516,0.405,0.06,0.077,15.898,12.019,89.202,9.494,0.011,107.709,0.347,60.617,-,131.168,0.011,0.554,10.954,64.568,65.21,0.047,0.265,0.092,1.622,0.057,0.597,15.355,1.016,0.321,-,7
6907401,Rabanada,99.0,Não se aplica,293,4.7,16.6,31.3,0.5,38,3.4,9,2.9,2.8,-,0.1,-,-,101,13,-,102,0.5,85,-,159,-,0.6,-,40,-,0.02,0.19,0.6,-,0.047,-,-,-,-,-,7
6907501,Milk shake ,99.0,Não se aplica,161.089,3.109,6.433,23.488,0.757,25.078,3.956,1.742,0.259,0.164,0.093,0.237,17.785,19.074,103.015,20.404,0.063,101.824,0.377,64.451,-,181.471,0.093,0.595,1.887,76.219,77.11,0.034,0.187,0.136,0.788,0.037,0.338,4.373,0.772,0.167,0.4,7
6907901,Geleia diet,99.0,Não se aplica,52.637,0.469,0.166,12.716,1.395,-,0.008,0.024,0.085,0.05,0.036,-,3.022,-,11.048,7.517,0.213,13.204,0.232,1.202,-,85.435,0.028,0.078,0.22,-,0.321,0.013,0.012,0.212,0.286,0.026,-,13.202,-,0.154,32.34,7
6908001,Doce de frutas diet,99.0,Não se aplica,52.637,0.469,0.166,12.716,1.395,-,0.008,0.024,0.085,0.05,0.036,-,3.022,-,11.048,7.517,0.213,13.204,0.232,1.202,-,85.435,0.028,0.078,0.22,-,0.321,0.013,0.012,0.212,0.286,0.026,-,13.202,-,0.154,32.34,7
6908401,Pastéis de santa clara,99.0,Não se aplica,131.148,5.584,5.066,15.439,-,122.514,2.136,1.655,0.516,0.405,0.06,0.077,15.898,12.019,89.202,9.494,0.011,107.709,0.347,60.617,-,131.168,0.011,0.554,10.954,64.568,65.21,0.047,0.265,0.092,1.622,0.057,0.597,15.355,1.016,0.321,-,7
6908501,Suspiro,99.0,Não se aplica,358.256,6.206,0.097,85.888,0.001,-,-,-,-,-,-,-,85.543,85.21,4.872,6.271,0.007,8.561,0.07,94.728,-,164.816,0.014,0.019,11.899,-,-,0.002,0.266,0.06,1.246,0.003,0.051,2.277,-,-,-,7
6909301,Doce de frutas cristalizado de qualquer sabor diet,99.0,Não se aplica,52.637,0.469,0.166,12.716,1.395,-,0.008,0.024,0.085,0.05,0.036,-,3.022,-,11.048,7.517,0.213,13.204,0.232,1.202,-,85.435,0.028,0.078,0.22,-,0.321,0.013,0.012,0.212,0.286,0.026,-,13.202,-,0.154,32.34,7
6909601,Sorvete de qualquer sabor industrializado light,99.0,Não se aplica,188.994,4.426,7.674,26.145,0.6,33.003,4.699,2.102,0.304,0.192,0.111,0.253,22.112,17.463,149.329,15.998,0.038,97.007,0.323,75.002,-,192.345,0.048,0.617,2,101.021,105.684,0.039,0.208,0.126,1.393,0.039,0.333,5.001,0.6,0.207,1,7
6909701,Sorvete de qualquer sabor industrializado diet,99.0,Não se aplica,190,3.17,12.7,15.87,4.8,32,6.79,3.17,0.41,0.25,0.16,0.45,5.929,-,128,14,0.008,105,0.09,48,-,199,0.023,0.69,2.6,116,117.583,0.041,0.24,0.116,0.866,0.048,0.39,5,0.444,0.3,0.6,7
6909803,Bala light,99.0,Não se aplica,235,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
6909901,Chiclete diet,99.0,Não se aplica,240,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
6909903,Bala diet,99.0,Não se aplica,235,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
6910002,Barra de chocolate light,99.0,Não se aplica,539.785,10.583,41.642,40.422,4.32,2.803,21.169,15.725,2.837,2.763,0.046,0.009,31.316,24.57,246.462,107.469,0.971,285.965,3.241,165.818,-,495.734,0.695,2.593,5.988,0.623,0.648,0.118,0.439,0.85,2.994,0.079,0.621,19.485,-,4.467,0.872,7
6910102,Barra de chocolate diet,99.0,Não se aplica,539.785,10.583,41.642,40.422,4.32,2.803,21.169,15.725,2.837,2.763,0.046,0.009,31.316,24.57,246.462,107.469,0.971,285.965,3.241,165.818,-,495.734,0.695,2.593,5.988,0.623,0.648,0.118,0.439,0.85,2.994,0.079,0.621,19.485,-,4.467,0.872,7
6910221,Achocolatado em pó light,99.0,Não se aplica,337.701,29.424,2.391,55.299,4.427,7.158,1.437,0.764,0.08,0.074,0.007,0.015,46.181,14.164,664.339,146.469,0.524,709.947,2.206,1236.824,-,1254.958,0.53,3.703,17.079,4.721,4.675,0.278,1.055,0.834,7.568,0.258,1.928,28.738,-,0.017,2.221,7
6910321,Achocolatado em pó diet,99.0,Não se aplica,337.701,29.424,2.391,55.299,4.427,7.158,1.437,0.764,0.08,0.074,0.007,0.015,46.181,14.164,664.179,146.463,0.523,709.947,2.204,978.437,-,1254.905,0.53,3.702,17.079,4.629,4.675,0.278,1.055,0.834,7.568,0.258,1.928,28.738,-,0.017,2.221,7
6910322,Toddynho diet,99.0,Não se aplica,73.289,3.482,3.51,7.087,0.393,9.592,2.007,0.901,0.214,0.14,0.074,0.111,6.237,-,147.691,17.764,0.082,115.693,0.17,71.792,-,188.487,0.089,0.973,4.118,26.857,27.256,0.053,0.21,0.143,1.454,0.113,0.461,5.661,0.959,0.066,2.359,7
6910401,Bombom de qualquer marca light,99.0,Não se aplica,373,-,0.02,93.18,-,-,-,-,-,-,-,-,84.443,93.18,3,-,-,-,0.01,11,-,4,0.003,0.04,0.6,-,-,0.005,0.016,-,-,-,-,-,-,-,-,7
6910501,Bombom de qualquer marca diet,99.0,Não se aplica,373,-,0.02,93.18,-,-,-,-,-,-,-,-,84.443,93.18,3,-,-,-,0.01,11,-,4,0.003,0.04,0.6,-,-,0.005,0.016,-,-,-,-,-,-,-,-,7
6910502,Bombom caramelizado de qualquer marca diet,99.0,Não se aplica,373,-,0.02,93.18,-,-,-,-,-,-,-,-,84.443,93.18,3,-,-,-,0.01,11,-,4,0.003,0.04,0.6,-,-,0.005,0.016,-,-,-,-,-,-,-,-,7
6910601,Geleia de frutas de qualquer marca ou sabor light,99.0,Não se aplica,179.005,0.362,0.051,46.127,0.345,-,0.016,0.002,0.014,0.011,0.003,-,45.609,36.073,9.234,6.758,0.229,6.965,0.157,2.008,-,86.845,0.018,0.032,0.28,-,0.264,0.016,0.03,0.166,0.166,0.041,-,1.9,-,-,0.063,7
6910604,Geleia light,99.0,Não se aplica,179.005,0.362,0.051,46.127,0.345,-,0.016,0.002,0.014,0.011,0.003,-,45.609,36.073,9.234,6.758,0.229,6.965,0.157,2.008,-,86.845,0.018,0.032,0.28,-,0.264,0.016,0.03,0.166,0.166,0.041,-,1.9,-,-,0.063,7
6910605,Geleia de frutas light,99.0,Não se aplica,179.005,0.362,0.051,46.127,0.345,-,0.016,0.002,0.014,0.011,0.003,-,45.609,36.073,9.234,6.758,0.229,6.965,0.157,2.008,-,86.845,0.018,0.032,0.28,-,0.264,0.016,0.03,0.166,0.166,0.041,-,1.9,-,-,0.063,7
6910701,Doce de frutas em barra ou pasta light,99.0,Não se aplica,179.005,0.362,0.051,46.127,0.345,-,0.016,0.002,0.014,0.011,0.003,-,45.609,36.073,9.234,6.758,0.229,6.965,0.157,2.008,-,86.845,0.018,0.032,0.28,-,0.264,0.016,0.03,0.166,0.166,0.041,-,1.9,-,-,0.063,7
6910702,Doce de frutas em pasta light,99.0,Não se aplica,179.005,0.362,0.051,46.127,0.345,-,0.016,0.002,0.014,0.011,0.003,-,45.609,36.073,9.234,6.758,0.229,6.965,0.157,2.008,-,86.845,0.018,0.032,0.28,-,0.264,0.016,0.03,0.166,0.166,0.041,-,1.9,-,-,0.063,7
6910801,Pudim de qualquer sabor light,99.0,Não se aplica,119.148,5.684,3.546,15.752,-,119.18,1.315,1.299,0.41,0.345,0.012,0.027,15.858,12.019,93.202,10.16,0.011,110.375,0.347,63.284,-,135.835,0.011,0.568,10.687,84.568,85.044,0.031,0.267,0.083,1.224,0.058,0.597,15.355,1.216,0.288,-,7
6910808,Pudim danette light,99.0,Não se aplica,119.148,5.684,3.546,15.752,-,119.18,1.315,1.299,0.41,0.345,0.012,0.027,15.858,12.019,93.202,10.16,0.011,110.375,0.347,63.284,-,135.835,0.011,0.568,10.687,84.568,85.044,0.031,0.267,0.083,1.224,0.058,0.597,15.355,1.216,0.288,-,7
6910901,Pudim de qualquer sabor diet,99.0,Não se aplica,119.148,5.684,3.546,15.752,-,119.18,1.315,1.299,0.41,0.345,0.012,0.027,15.858,12.019,93.202,10.16,0.011,110.375,0.347,63.284,-,135.835,0.011,0.568,10.687,84.568,85.044,0.031,0.267,0.083,1.224,0.058,0.597,15.355,1.216,0.288,-,7
6911201,Doce de leite light,99.0,Não se aplica,292.291,7.577,3.615,58.982,-,13.254,2.081,0.905,0.215,0.132,0.082,0.138,59.908,48.067,274.573,24.181,0.007,221.138,0.074,94.295,-,345.168,0.028,0.943,8.058,31.526,31.977,0.102,0.428,0.23,2.393,0.084,1.12,11.483,0.065,0.077,-,7
6911301,Doce de leite diet,99.0,Não se aplica,292.291,7.577,3.615,58.982,-,13.254,2.081,0.905,0.215,0.132,0.082,0.138,59.908,48.067,274.573,24.181,0.007,221.138,0.074,94.295,-,345.168,0.028,0.943,8.058,31.526,31.977,0.102,0.428,0.23,2.393,0.084,1.12,11.483,0.065,0.077,-,7
6912501,Barra de cereais diet,99.0,Não se aplica,403.449,5.562,5.436,86.361,7.203,-,0.547,2.798,1.689,1.245,0.444,0.015,38.427,12.43,74.965,68.294,2.265,156.081,1.876,230.505,-,421.892,0.293,1.212,12.257,-,1.297,0.231,0.095,2.257,3.428,0.278,-,49.595,-,1.183,37.081,7
6912502,Barra de cereais doce diet,99.0,Não se aplica,403.449,5.562,5.436,86.361,7.203,-,0.547,2.798,1.689,1.245,0.444,0.015,38.427,12.43,74.965,68.294,2.265,156.081,1.876,230.505,-,421.892,0.293,1.212,12.257,-,1.297,0.231,0.095,2.257,3.428,0.278,-,49.595,-,1.183,37.081,7
6912801,Milk shake diet,99.0,Não se aplica,335.524,19.188,1.87,69.938,7.389,5.274,0.757,0.421,0.411,0.366,0.045,0.01,59.328,39.638,536.576,357.142,0.269,366.596,22.857,395.272,-,928.745,0.711,16.072,11.733,803.113,803.218,1.608,0.698,24.996,29.62,2.143,4.287,588.803,3.571,24.122,64.286,7
6913001,Cocada diet,99.0,Não se aplica,404.8,1.01,12.46,75.65,1.58,-,11.01,0.53,0.14,0.14,-,-,62.21,71.44,8.3,17.68,0.87,37.45,0.68,107.35,-,119.68,0.11,0.71,6.25,-,-,0.02,0.02,0.17,0.36,0.1,-,2.8,-,0.14,0.25,7
